datetime,Global_active_power,Global_reactive_power,Global_intensity,Energy_kWh,hour,day_of_week,month,is_weekend,is_night,lag_1h,lag_24h,lag_168h,rolling_mean_24h,rolling_std_7d,is_holiday
2007-03-25 08:00:00,2.8779,0.0653,11.9033,2.8779,8,6,3,1,0,2.3221,1.5404,3.0984,2.785,1.104,0
2007-03-25 09:00:00,2.6818,0.1696,11.2,2.6818,9,6,3,1,0,2.8779,2.5175,3.2925,2.7918,1.0991,0
2007-03-25 10:00:00,2.0568,0.1089,8.6333,2.0568,10,6,3,1,0,2.6818,1.982,3.5817,2.7949,1.0881,0
2007-03-25 11:00:00,0.6765,0.1369,3.0,0.6765,11,6,3,1,0,2.0568,1.6521,2.336,2.7543,1.088,0
2007-03-25 12:00:00,1.8676,0.3472,8.0667,1.8676,12,6,3,1,0,0.6765,2.1285,1.9247,2.7434,1.0878,0
2007-03-25 13:00:00,1.7782,0.3531,7.4967,1.7782,13,6,3,1,0,1.8676,1.9628,1.1912,2.7357,1.0878,0
2007-03-25 14:00:00,2.4955,0.3096,10.3733,2.4955,14,6,3,1,0,1.7782,2.6257,0.9766,2.7303,1.0898,0
2007-03-25 15:00:00,1.8218,0.2768,7.5667,1.8218,15,6,3,1,0,2.4955,3.2452,0.4298,2.671,1.0869,0
2007-03-25 16:00:00,2.2514,0.2947,9.5167,2.2514,16,6,3,1,0,1.8218,2.4816,0.408,2.6614,1.085,0
2007-03-25 17:00:00,0.3505,0.0995,1.5153,0.3505,17,6,3,1,0,2.2514,2.4093,0.46,2.5756,1.0857,0
2007-03-25 18:00:00,1.253,0.2526,5.46,1.253,18,6,3,1,0,0.3505,3.0232,2.4544,2.5018,1.0834,0
2007-03-25 19:00:00,3.745,0.2504,16.0367,3.745,19,6,3,1,0,1.253,5.0159,4.1248,2.4489,1.0784,0
2007-03-25 20:00:00,4.4468,0.2031,18.9667,4.4468,20,6,3,1,0,3.745,3.8878,3.2176,2.4722,1.0941,0
2007-03-25 21:00:00,3.5205,0.1485,14.83,3.5205,21,6,3,1,0,4.4468,3.2403,2.8092,2.4838,1.1004,0
2007-03-25 22:00:00,2.8181,0.1787,11.9367,2.8181,22,6,3,1,0,3.5205,4.1179,1.3493,2.4297,1.1049,0
2007-03-25 23:00:00,1.4327,0.1114,5.8833,1.4327,23,6,3,1,0,2.8181,4.1373,1.1124,2.317,1.1044,0
2007-03-26 00:00:00,1.2643,0.1222,5.2233,1.2643,0,0,3,0,1,1.4327,2.3765,0.8892,2.2707,1.1035,0
2007-03-26 01:00:00,0.2977,0.1006,1.3067,0.2977,1,0,3,0,1,1.2643,2.3226,0.795,2.1863,1.1062,0
2007-03-26 02:00:00,0.3271,0.1505,1.49,0.3271,2,0,3,0,1,0.2977,2.3597,0.3442,2.1016,1.1063,0
2007-03-26 03:00:00,0.2736,0.0687,1.2233,0.2736,3,0,3,0,1,0.3271,2.3583,0.2751,2.0147,1.1063,0
2007-03-26 04:00:00,0.2784,0.0718,1.19,0.2784,4,0,3,0,1,0.2736,2.3921,0.29,1.9267,1.1064,0
2007-03-26 05:00:00,0.3236,0.1391,1.51,0.3236,5,0,3,0,1,0.2784,2.5013,0.2904,1.8359,1.1061,0
2007-03-26 06:00:00,0.5845,0.0675,2.56,0.5845,6,0,3,0,1,0.3236,2.9012,1.1792,1.7394,1.1082,0
2007-03-26 07:00:00,2.5576,0.1376,10.62,2.5576,7,0,3,0,0,0.5845,2.3221,1.9796,1.7492,1.1105,0
2007-03-26 08:00:00,1.5764,0.072,6.5433,1.5764,8,0,3,0,0,2.5576,2.8779,1.8893,1.695,1.1102,0
2007-03-26 09:00:00,1.8652,0.1276,7.8467,1.8652,9,0,3,0,0,1.5764,2.6818,1.7415,1.661,1.1104,0
2007-03-26 10:00:00,1.5992,0.0934,6.78,1.5992,10,0,3,0,0,1.8652,2.0568,1.6236,1.6419,1.1104,0
2007-03-26 11:00:00,1.5656,0.058,6.63,1.5656,11,0,3,0,0,1.5992,0.6765,1.1347,1.6789,1.1099,0
2007-03-26 12:00:00,1.0038,0.1229,4.4333,1.0038,12,0,3,0,0,1.5656,1.8676,0.4768,1.6429,1.1077,0
2007-03-26 13:00:00,1.2699,0.1688,5.3467,1.2699,13,0,3,0,0,1.0038,1.7782,0.4771,1.6218,1.1048,0
2007-03-26 14:00:00,0.8842,0.1214,3.7367,0.8842,14,0,3,0,0,1.2699,2.4955,1.8425,1.5546,1.1057,0
2007-03-26 15:00:00,0.2937,0.0916,1.3067,0.2937,15,0,3,0,0,0.8842,1.8218,1.5519,1.491,1.1099,0
2007-03-26 16:00:00,0.3085,0.1146,1.39,0.3085,16,0,3,0,0,0.2937,2.2514,1.5311,1.41,1.1139,0
2007-03-26 17:00:00,0.321,0.1351,1.4267,0.321,17,0,3,0,0,0.3085,0.3505,1.4005,1.4088,1.1177,0
2007-03-26 18:00:00,0.3755,0.1124,1.6867,0.3755,18,0,3,0,0,0.321,1.253,1.4637,1.3722,1.1211,0
2007-03-26 19:00:00,0.9225,0.2728,4.0267,0.9225,19,0,3,0,0,0.3755,3.745,3.4066,1.2546,1.1123,0
2007-03-26 20:00:00,2.1657,0.0931,9.2167,2.1657,20,0,3,0,0,0.9225,4.4468,4.1021,1.1596,1.095,0
2007-03-26 21:00:00,1.7705,0.0793,7.51,1.7705,21,0,3,0,0,2.1657,3.5205,3.954,1.0866,1.0783,0
2007-03-26 22:00:00,1.3845,0.0718,5.7633,1.3845,22,0,3,0,0,1.7705,2.8181,2.088,1.0269,1.0772,0
2007-03-26 23:00:00,0.3884,0.0899,1.6267,0.3884,23,0,3,0,0,1.3845,1.4327,1.1493,0.9834,1.0801,0
2007-03-27 00:00:00,0.3088,0.1009,1.37,0.3088,0,1,3,0,1,0.3884,1.2643,0.3124,0.9436,1.0802,0
2007-03-27 01:00:00,0.2644,0.0467,1.17,0.2644,1,1,3,0,1,0.3088,0.2977,0.6384,0.9422,1.0822,0
2007-03-27 02:00:00,0.4685,0.1148,2.0333,0.4685,2,1,3,0,1,0.2644,0.3271,0.6081,0.9481,1.083,0
2007-03-27 03:00:00,0.7339,0.0573,3.0833,0.7339,3,1,3,0,1,0.4685,0.2736,0.2872,0.9673,1.0806,0
2007-03-27 04:00:00,0.2922,0.0812,1.3,0.2922,4,1,3,0,1,0.7339,0.2784,0.2966,0.9678,1.0806,0
2007-03-27 05:00:00,0.2849,0.0725,1.24,0.2849,5,1,3,0,1,0.2922,0.3236,0.2734,0.9662,1.0806,0
2007-03-27 06:00:00,0.5945,0.0763,2.6267,0.5945,6,1,3,0,1,0.2849,0.5845,1.0348,0.9666,1.0821,0
2007-03-27 07:00:00,1.2849,0.1318,5.37,1.2849,7,1,3,0,0,0.5945,2.5576,1.9736,0.9136,1.0815,0
2007-03-27 08:00:00,1.3292,0.0497,5.4767,1.3292,8,1,3,0,0,1.2849,1.5764,2.5212,0.9033,1.0783,0
2007-03-27 09:00:00,0.4894,0.0934,2.1033,0.4894,9,1,3,0,0,1.3292,1.8652,2.0329,0.846,1.0799,0
2007-03-27 10:00:00,0.2795,0.0668,1.2433,0.2795,10,1,3,0,0,0.4894,1.5992,2.3342,0.791,1.0813,0
2007-03-27 11:00:00,0.2838,0.0736,1.2633,0.2838,11,1,3,0,0,0.2795,1.5656,2.0453,0.7376,1.0837,0
2007-03-27 12:00:00,0.2989,0.0955,1.2933,0.2989,12,1,3,0,0,0.2838,1.0038,1.6413,0.7082,1.087,0
2007-03-27 13:00:00,0.2723,0.0602,1.1833,0.2723,13,1,3,0,0,0.2989,1.2699,0.838,0.6667,1.0896,0
2007-03-27 14:00:00,0.3302,0.1428,1.4633,0.3302,14,1,3,0,0,0.2723,0.8842,0.3249,0.6436,1.0896,0
2007-03-27 15:00:00,0.293,0.0873,1.2733,0.293,15,1,3,0,0,0.3302,0.2937,0.2832,0.6435,1.0895,0
2007-03-27 16:00:00,0.4054,0.0927,1.7833,0.4054,16,1,3,0,0,0.293,0.3085,0.3975,0.6476,1.0895,0
2007-03-27 17:00:00,0.8104,0.0612,3.38,0.8104,17,1,3,0,0,0.4054,0.321,0.3066,0.668,1.0872,0
2007-03-27 18:00:00,0.4807,0.1488,2.1267,0.4807,18,1,3,0,0,0.8104,0.3755,1.0046,0.6724,1.0891,0
2007-03-27 19:00:00,1.5816,0.3289,6.8433,1.5816,19,1,3,0,0,0.4807,0.9225,3.1851,0.6998,1.0803,0
2007-03-27 20:00:00,2.8747,0.1065,12.4333,2.8747,20,1,3,0,0,1.5816,2.1657,2.2928,0.7294,1.0842,0
2007-03-27 21:00:00,2.9033,0.1621,12.42,2.9033,21,1,3,0,0,2.8747,1.7705,5.2927,0.7766,1.0478,0
2007-03-27 22:00:00,1.2183,0.1456,5.0867,1.2183,22,1,3,0,0,2.9033,1.3845,3.4215,0.7696,1.0358,0
2007-03-27 23:00:00,0.3361,0.1322,1.55,0.3361,23,1,3,0,0,1.2183,0.3884,1.4241,0.7675,1.0389,0
2007-03-28 00:00:00,0.2928,0.0867,1.3033,0.2928,0,2,3,0,1,0.3361,0.3088,1.3963,0.7668,1.0422,0
2007-03-28 01:00:00,0.9241,0.0636,3.8767,0.9241,1,2,3,0,1,0.2928,0.2644,1.3607,0.7943,1.0427,0
2007-03-28 02:00:00,0.345,0.162,1.6133,0.345,2,2,3,0,1,0.9241,0.4685,0.4692,0.7891,1.0434,0
2007-03-28 03:00:00,0.2843,0.0631,1.26,0.2843,3,2,3,0,1,0.345,0.7339,0.315,0.7704,1.0436,0
2007-03-28 04:00:00,0.312,0.1111,1.43,0.312,4,2,3,0,1,0.2843,0.2922,0.284,0.7712,1.0434,0
2007-03-28 05:00:00,0.2846,0.0817,1.28,0.2846,5,2,3,0,1,0.312,0.2849,0.3157,0.7712,1.0436,0
2007-03-28 06:00:00,1.2153,0.1357,5.06,1.2153,6,2,3,0,1,0.2846,0.5945,0.625,0.7971,1.0421,0
2007-03-28 07:00:00,2.4086,0.0762,10.12,2.4086,7,2,3,0,0,1.2153,1.2849,1.2747,0.8439,1.0452,0
2007-03-28 08:00:00,2.1081,0.1041,8.82,2.1081,8,2,3,0,0,2.4086,1.3292,1.5601,0.8764,1.0467,0
2007-03-28 09:00:00,1.9342,0.1309,8.1467,1.9342,9,2,3,0,0,2.1081,0.4894,1.3327,0.9366,1.0476,0
2007-03-28 10:00:00,1.3572,0.057,5.6433,1.3572,10,2,3,0,0,1.9342,0.2795,1.4199,0.9815,1.0476,0
2007-03-28 11:00:00,1.9034,0.1172,8.0,1.9034,11,2,3,0,0,1.3572,0.2838,1.8684,1.0489,1.0477,0
2007-03-28 12:00:00,1.4112,0.0952,5.8267,1.4112,12,2,3,0,0,1.9034,0.2989,2.4274,1.0953,1.0445,0
2007-03-28 13:00:00,2.3761,0.1462,9.91,2.3761,13,2,3,0,0,1.4112,0.2723,1.7462,1.1829,1.047,0
2007-03-28 14:00:00,3.3282,0.1347,13.8067,3.3282,14,2,3,0,0,2.3761,0.3302,1.4074,1.3079,1.0579,0
2007-03-28 15:00:00,2.2035,0.2053,9.1767,2.2035,15,2,3,0,0,3.3282,0.293,1.208,1.3875,1.0597,0
2007-03-28 16:00:00,3.1265,0.1561,13.0933,3.1265,16,2,3,0,0,2.2035,0.4054,0.861,1.5008,1.0674,0
2007-03-28 17:00:00,0.8611,0.188,3.8333,0.8611,17,2,3,0,0,3.1265,0.8104,1.8797,1.503,1.0675,0
2007-03-28 18:00:00,0.3857,0.0958,1.73,0.3857,18,2,3,0,0,0.8611,0.4807,1.0266,1.499,1.07,0
2007-03-28 19:00:00,2.6782,0.3603,11.57,2.6782,19,2,3,0,0,0.3857,1.5816,3.0425,1.5447,1.067,0
2007-03-28 20:00:00,2.753,0.2335,11.82,2.753,20,2,3,0,0,2.6782,2.8747,2.5316,1.5396,1.0686,0
2007-03-28 21:00:00,4.0896,0.1852,17.3567,4.0896,21,2,3,0,0,2.753,2.9033,1.9094,1.589,1.088,0
2007-03-28 22:00:00,1.9228,0.0962,8.05,1.9228,22,2,3,0,0,4.0896,1.2183,2.9122,1.6184,1.0824,0
2007-03-28 23:00:00,0.3928,0.1895,1.7833,0.3928,23,2,3,0,0,1.9228,0.3361,2.528,1.6208,1.0816,0
2007-03-29 00:00:00,0.3137,0.1079,1.3733,0.3137,0,3,3,0,1,0.3928,0.2928,2.071,1.6216,1.0834,0
2007-03-29 01:00:00,0.3423,0.1536,1.57,0.3423,1,3,3,0,1,0.3137,0.9241,0.5723,1.5974,1.0845,0
2007-03-29 02:00:00,0.3084,0.1027,1.3567,0.3084,2,3,3,0,1,0.3423,0.345,0.3028,1.5959,1.0845,0
2007-03-29 03:00:00,0.3433,0.1546,1.56,0.3433,3,3,3,0,1,0.3084,0.2843,0.2863,1.5983,1.0841,0
2007-03-29 04:00:00,0.3061,0.0951,1.3467,0.3061,4,3,3,0,1,0.3433,0.312,0.2845,1.5981,1.084,0
2007-03-29 05:00:00,0.893,0.1007,3.72,0.893,5,3,3,0,1,0.3061,0.2846,0.2976,1.6234,1.0815,0
2007-03-29 06:00:00,1.5596,0.1288,6.5867,1.5596,6,3,3,0,1,0.893,1.2153,1.3046,1.6378,1.0815,0
2007-03-29 07:00:00,2.2111,0.1162,9.27,2.2111,7,3,3,0,0,1.5596,2.4086,2.2834,1.6295,1.0812,0
2007-03-29 08:00:00,1.3852,0.1422,5.7933,1.3852,8,3,3,0,0,2.2111,2.1081,1.609,1.5994,1.081,0
2007-03-29 09:00:00,1.3394,0.0703,5.5433,1.3394,9,3,3,0,0,1.3852,1.9342,1.3746,1.5746,1.081,0
2007-03-29 10:00:00,0.7244,0.1497,3.1233,0.7244,10,3,3,0,0,1.3394,1.3572,1.3305,1.5483,1.0822,0
2007-03-29 11:00:00,0.2896,0.0866,1.27,0.2896,11,3,3,0,0,0.7244,1.9034,1.269,1.481,1.0854,0
2007-03-29 12:00:00,0.3261,0.1397,1.5167,0.3261,12,3,3,0,0,0.2896,1.4112,0.2926,1.4358,1.0852,0
2007-03-29 13:00:00,0.2951,0.0942,1.2867,0.2951,13,3,3,0,0,0.3261,2.3761,0.2929,1.3491,1.0852,0
2007-03-29 14:00:00,0.3254,0.1377,1.4767,0.3254,14,3,3,0,0,0.2951,3.3282,0.4537,1.224,1.0859,0
2007-03-29 15:00:00,0.3001,0.0909,1.3,0.3001,15,3,3,0,0,0.3254,2.2035,0.3483,1.1447,1.0861,0
2007-03-29 16:00:00,0.3027,0.0911,1.3233,0.3027,16,3,3,0,0,0.3001,3.1265,0.4587,1.027,1.087,0
2007-03-29 17:00:00,0.6556,0.1329,2.8367,0.6556,17,3,3,0,0,0.3027,0.8611,0.9169,1.0185,1.0878,0
2007-03-29 18:00:00,1.7981,0.1984,7.5367,1.7981,18,3,3,0,0,0.6556,0.3857,0.5725,1.0773,1.0866,0
2007-03-29 19:00:00,2.6067,0.2972,10.94,2.6067,19,3,3,0,0,1.7981,2.6782,1.5493,1.0743,1.0907,0
2007-03-29 20:00:00,3.0194,0.268,12.74,3.0194,20,3,3,0,0,2.6067,2.753,0.3821,1.0854,1.0953,0
2007-03-29 21:00:00,3.3719,0.2379,14.18,3.3719,21,3,3,0,0,3.0194,4.0896,2.5913,1.0555,1.1021,0
2007-03-29 22:00:00,2.6317,0.1311,11.03,2.6317,22,3,3,0,0,3.3719,1.9228,2.0038,1.0851,1.1052,0
2007-03-29 23:00:00,0.8578,0.0838,3.5633,0.8578,23,3,3,0,0,2.6317,0.3928,1.4019,1.1044,1.106,0
2007-03-30 00:00:00,0.3484,0.1791,1.5833,0.3484,0,4,3,0,1,0.8578,0.3137,1.3925,1.1059,1.109,0
2007-03-30 01:00:00,0.3117,0.1199,1.38,0.3117,1,4,3,0,1,0.3484,0.3423,0.9783,1.1046,1.1116,0
2007-03-30 02:00:00,0.3025,0.1062,1.3367,0.3025,2,4,3,0,1,0.3117,0.3084,0.2901,1.1044,1.1115,0
2007-03-30 03:00:00,0.3499,0.1844,1.6333,0.3499,3,4,3,0,1,0.3025,0.3433,0.2662,1.1046,1.1111,0
2007-03-30 04:00:00,0.297,0.1003,1.3033,0.297,4,4,3,0,1,0.3499,0.3061,0.2676,1.1043,1.1109,0
2007-03-30 05:00:00,0.2958,0.0926,1.3167,0.2958,5,4,3,0,1,0.297,0.893,0.2765,1.0794,1.1108,0
2007-03-30 06:00:00,1.128,0.1359,4.8067,1.128,6,4,3,0,1,0.2958,1.5596,1.2223,1.0614,1.1109,0
2007-03-30 07:00:00,2.5133,0.2014,10.5733,2.5133,7,4,3,0,0,1.128,2.2111,1.9694,1.074,1.1134,0
2007-03-30 08:00:00,2.0072,0.1085,8.37,2.0072,8,4,3,0,0,2.5133,1.3852,1.3058,1.0999,1.1144,0
2007-03-30 09:00:00,1.4049,0.088,5.9067,1.4049,9,4,3,0,0,2.0072,1.3394,1.337,1.1026,1.1144,0
2007-03-30 10:00:00,1.4802,0.178,6.3467,1.4802,10,4,3,0,0,1.4049,0.7244,0.5791,1.1341,1.1126,0
2007-03-30 11:00:00,0.5541,0.0935,2.6533,0.5541,11,4,3,0,0,1.4802,0.2896,0.2717,1.1451,1.1111,0
2007-03-30 12:00:00,0.9298,0.0874,4.05,0.9298,12,4,3,0,0,0.5541,0.3261,0.3164,1.1703,1.1085,0
2007-03-30 13:00:00,1.5361,0.1731,6.4033,1.5361,13,4,3,0,0,0.9298,0.2951,0.2589,1.222,1.105,0
2007-03-30 14:00:00,0.9392,0.113,3.8667,0.9392,14,4,3,0,0,1.5361,0.3254,0.3108,1.2476,1.1023,0
2007-03-30 15:00:00,0.2961,0.0986,1.31,0.2961,15,4,3,0,0,0.9392,0.3001,0.2902,1.2474,1.1023,0
2007-03-30 16:00:00,0.3156,0.1264,1.41,0.3156,16,4,3,0,0,0.2961,0.3027,0.5428,1.248,1.1035,0
2007-03-30 17:00:00,0.466,0.1696,2.1633,0.466,17,4,3,0,0,0.3156,0.6556,0.7478,1.2401,1.1047,0
2007-03-30 18:00:00,0.3478,0.0771,1.5567,0.3478,18,4,3,0,0,0.466,1.7981,1.4006,1.1796,1.1078,0
2007-03-30 19:00:00,1.0093,0.128,4.3333,1.0093,19,4,3,0,0,0.3478,2.6067,1.6093,1.1131,1.1081,0
2007-03-30 20:00:00,2.2137,0.1465,9.4967,2.2137,20,4,3,0,0,1.0093,3.0194,2.1737,1.0795,1.1083,0
2007-03-30 21:00:00,2.1831,0.0559,9.3067,2.1831,21,4,3,0,0,2.2137,3.3719,1.5232,1.03,1.1099,0
2007-03-30 22:00:00,1.5862,0.0632,6.9067,1.5862,22,4,3,0,0,2.1831,2.6317,1.741,0.9864,1.1096,0
2007-03-30 23:00:00,0.5572,0.1921,2.5367,0.5572,23,4,3,0,0,1.5862,0.8578,0.7458,0.9739,1.1104,0
2007-03-31 00:00:00,0.3747,0.1057,1.71,0.3747,0,5,3,1,1,0.5572,0.3484,0.2784,0.975,1.1098,0
2007-03-31 01:00:00,0.3649,0.0818,1.6533,0.3649,1,5,3,1,1,0.3747,0.3117,0.7553,0.9772,1.1116,0
2007-03-31 02:00:00,1.6073,0.1159,6.7267,1.6073,2,5,3,1,1,0.3649,0.3025,0.4062,1.0316,1.109,0
2007-03-31 03:00:00,2.4564,0.1271,10.1933,2.4564,3,5,3,1,1,1.6073,0.3499,0.2818,1.1193,1.1085,0
2007-03-31 04:00:00,2.4092,0.0483,9.98,2.4092,4,5,3,1,1,2.4564,0.297,0.2699,1.2073,1.1075,0
2007-03-31 05:00:00,2.417,0.0818,10.09,2.417,5,5,3,1,1,2.4092,0.2958,0.2942,1.2957,1.1065,0
2007-03-31 06:00:00,2.4815,0.1343,10.26,2.4815,6,5,3,1,1,2.417,1.128,0.2452,1.3521,1.1054,0
2007-03-31 07:00:00,2.9945,0.0768,12.5733,2.9945,7,5,3,1,0,2.4815,2.5133,0.9754,1.3722,1.111,0
2007-03-31 08:00:00,2.3473,0.1214,10.0067,2.3473,8,5,3,1,0,2.9945,2.0072,1.5404,1.3863,1.113,0
2007-03-31 09:00:00,2.032,0.0989,8.67,2.032,9,5,3,1,0,2.3473,1.4049,2.5175,1.4125,1.111,0
2007-03-31 10:00:00,5.1611,0.5198,22.2433,5.1611,10,5,3,1,0,2.032,1.4802,1.982,1.5658,1.1462,0
2007-03-31 11:00:00,1.8562,0.1733,7.8233,1.8562,11,5,3,1,0,5.1611,0.5541,1.6521,1.6201,1.1464,0
2007-03-31 12:00:00,1.511,0.0772,6.2833,1.511,12,5,3,1,0,1.8562,0.9298,2.1285,1.6443,1.1454,0
2007-03-31 13:00:00,1.72,0.1968,7.2167,1.72,13,5,3,1,0,1.511,1.5361,1.9628,1.652,1.1449,0
2007-03-31 14:00:00,2.2861,0.1655,9.5867,2.2861,14,5,3,1,0,1.72,0.9392,2.6257,1.7081,1.1432,0
2007-03-31 15:00:00,2.5679,0.1376,10.7933,2.5679,15,5,3,1,0,2.2861,0.2961,3.2452,1.8028,1.1382,0
2007-03-31 16:00:00,2.2105,0.1208,9.2733,2.2105,16,5,3,1,0,2.5679,0.3156,2.4816,1.8817,1.1369,0
2007-03-31 17:00:00,2.0474,0.173,8.6067,2.0474,17,5,3,1,0,2.2105,0.466,2.4093,1.9476,1.1355,0
2007-03-31 18:00:00,4.0612,0.0956,17.0933,4.0612,18,5,3,1,0,2.0474,0.3478,3.0232,2.1023,1.1467,0
2007-03-31 19:00:00,3.4733,0.2885,14.6633,3.4733,19,5,3,1,0,4.0612,1.0093,5.0159,2.205,1.1243,0
2007-03-31 20:00:00,4.766,0.4122,20.3133,4.766,20,5,3,1,0,3.4733,2.2137,3.8878,2.3113,1.1375,0
2007-03-31 21:00:00,2.5597,0.2857,10.78,2.5597,21,5,3,1,0,4.766,2.1831,3.2403,2.327,1.1324,0
2007-03-31 22:00:00,2.3101,0.0864,9.5667,2.3101,22,5,3,1,0,2.5597,1.5862,4.1179,2.3572,1.1156,0
2007-03-31 23:00:00,2.4766,0.1341,10.2467,2.4766,23,5,3,1,0,2.3101,0.5572,4.1373,2.4372,1.0991,0
2007-04-01 00:00:00,2.3245,0.1281,9.6433,2.3245,0,6,4,1,1,2.4766,0.3747,2.3765,2.5184,1.0988,0
2007-04-01 01:00:00,1.9731,0.0604,8.21,1.9731,1,6,4,1,1,2.3245,0.3649,2.3226,2.5854,1.0975,0
2007-04-01 02:00:00,1.7731,0.1078,7.3,1.7731,2,6,4,1,1,1.9731,1.6073,2.3597,2.5923,1.0955,0
2007-04-01 03:00:00,1.1594,0.0863,4.7833,1.1594,3,6,4,1,1,1.7731,2.4564,2.3583,2.5383,1.0935,0
2007-04-01 04:00:00,0.293,0.0571,1.2533,0.293,4,6,4,1,1,1.1594,2.4092,2.3921,2.4501,1.0946,0
2007-04-01 05:00:00,0.3035,0.086,1.28,0.3035,5,6,4,1,1,0.293,2.417,2.5013,2.362,1.0949,0
2007-04-01 06:00:00,0.3229,0.1163,1.4233,0.3229,6,6,4,1,1,0.3035,2.4815,2.9012,2.2721,1.0921,0
2007-04-01 07:00:00,0.9196,0.0528,3.84,0.9196,7,6,4,1,0,0.3229,2.9945,2.3221,2.1856,1.0903,0
2007-04-01 08:00:00,2.3791,0.1251,9.9033,2.3791,8,6,4,1,0,0.9196,2.3473,2.8779,2.187,1.087,0
2007-04-01 09:00:00,1.65,0.1091,6.8633,1.65,9,6,4,1,0,2.3791,2.032,2.6818,2.1711,1.0825,0
2007-04-01 10:00:00,1.8921,0.0535,7.9267,1.8921,10,6,4,1,0,1.65,5.1611,2.0568,2.0348,1.082,0
2007-04-01 11:00:00,1.822,0.0797,7.7133,1.822,11,6,4,1,0,1.8921,1.8562,0.6765,2.0334,1.0811,0
2007-04-01 12:00:00,1.5665,0.1486,6.6233,1.5665,12,6,4,1,0,1.822,1.511,1.8676,2.0357,1.0806,0
2007-04-01 13:00:00,1.392,0.0583,5.7567,1.392,13,6,4,1,0,1.5665,1.72,1.7782,2.0221,1.0802,0
2007-04-01 14:00:00,1.4558,0.0603,5.9867,1.4558,14,6,4,1,0,1.392,2.2861,2.4955,1.9875,1.0767,0
2007-04-01 15:00:00,1.4656,0.1252,6.0333,1.4656,15,6,4,1,0,1.4558,2.5679,1.8218,1.9415,1.0762,0
2007-04-01 16:00:00,0.3498,0.0784,1.48,0.3498,16,6,4,1,0,1.4656,2.2105,2.2514,1.864,1.077,0
2007-04-01 17:00:00,3.8601,0.2412,16.6033,3.8601,17,6,4,1,0,0.3498,2.0474,0.3505,1.9395,1.0911,0
2007-04-01 18:00:00,3.5976,0.362,15.5033,3.5976,18,6,4,1,0,3.8601,4.0612,1.253,1.9202,1.1042,0
2007-04-01 19:00:00,3.3129,0.3246,14.2767,3.3129,19,6,4,1,0,3.5976,3.4733,3.745,1.9135,1.0992,0
2007-04-01 20:00:00,2.2098,0.1915,9.4267,2.2098,20,6,4,1,0,3.3129,4.766,4.4468,1.807,1.0754,0
2007-04-01 21:00:00,3.9474,0.2812,16.66,3.9474,21,6,4,1,0,2.2098,2.5597,3.5205,1.8649,1.081,0
2007-04-01 22:00:00,4.241,0.2462,17.8933,4.241,22,6,4,1,0,3.9474,2.3101,2.8181,1.9453,1.0977,0
2007-04-01 23:00:00,2.2217,0.1963,9.2033,2.2217,23,6,4,1,0,4.241,2.4766,1.4327,1.9347,1.0995,0
2007-04-02 00:00:00,1.3777,0.0813,5.65,1.3777,0,0,4,0,1,2.2217,2.3245,1.2643,1.8952,1.0995,0
2007-04-02 01:00:00,1.3652,0.0633,5.5867,1.3652,1,0,4,0,1,1.3777,1.9731,0.2977,1.8699,1.0961,0
2007-04-02 02:00:00,0.7852,0.1693,3.3,0.7852,2,0,4,0,1,1.3652,1.7731,0.3271,1.8287,1.094,0
2007-04-02 03:00:00,0.2935,0.0822,1.2567,0.2935,3,0,4,0,1,0.7852,1.1594,0.2736,1.7927,1.0938,0
2007-04-02 04:00:00,0.282,0.065,1.2167,0.282,4,0,4,0,1,0.2935,0.293,0.2784,1.7922,1.0938,0
2007-04-02 05:00:00,0.3356,0.1555,1.51,0.3356,5,0,4,0,1,0.282,0.3035,0.3236,1.7935,1.0938,0
2007-04-02 06:00:00,0.6454,0.0601,2.7733,0.6454,6,0,4,0,1,0.3356,0.3229,0.5845,1.807,1.0935,0
2007-04-02 07:00:00,2.0618,0.1113,8.54,2.0618,7,0,4,0,0,0.6454,0.9196,2.5576,1.8546,1.091,0
2007-04-02 08:00:00,1.8516,0.1658,7.8233,1.8516,8,0,4,0,0,2.0618,2.3791,1.5764,1.8326,1.0915,0
2007-04-02 09:00:00,1.4827,0.0827,6.2167,1.4827,9,0,4,0,0,1.8516,1.65,1.8652,1.8256,1.091,0
2007-04-02 10:00:00,1.3099,0.0899,5.5033,1.3099,10,0,4,0,0,1.4827,1.8921,1.5992,1.8014,1.0909,0
2007-04-02 11:00:00,1.3743,0.1424,5.7567,1.3743,11,0,4,0,0,1.3099,1.822,1.5656,1.7827,1.0908,0
2007-04-02 12:00:00,1.3238,0.0563,5.4733,1.3238,12,0,4,0,0,1.3743,1.5665,1.0038,1.7726,1.0904,0
2007-04-02 13:00:00,1.4321,0.1025,5.96,1.4321,13,0,4,0,0,1.3238,1.392,1.2699,1.7743,1.0903,0
2007-04-02 14:00:00,1.4159,0.1588,5.83,1.4159,14,0,4,0,0,1.4321,1.4558,0.8842,1.7726,1.0896,0
2007-04-02 15:00:00,0.5742,0.0738,2.3867,0.5742,15,0,4,0,0,1.4159,1.4656,0.2937,1.7355,1.0881,0
2007-04-02 16:00:00,0.2893,0.0926,1.2633,0.2893,16,0,4,0,0,0.5742,0.3498,0.3085,1.7329,1.0882,0
2007-04-02 17:00:00,0.3263,0.1435,1.4333,0.3263,17,0,4,0,0,0.2893,3.8601,0.321,1.5857,1.0881,0
